,Reaction,Product
775803,C C 1 ( C ) C C = C ( I ) C ( = O ) C 1 . O C C O > A_O A_c1ccccc1 A_Cc1ccc(S(=O)(=O)O)cc1,C C 1 ( C ) C C = C ( I ) C 2 ( C 1 ) O C C O 2
618001,O = C 1 C C C C 1 . c 1 c o c n 1 > A_C1CCOC1 A_[Li]CCCC,O C 1 ( c 2 n c c o 2 ) C C C C 1
835226,C O C ( = O ) [C@@H] 1 C C C N 1 . Cl C c 1 c n c c ( Br ) c 1 >,C O C ( = O ) [C@@H] 1 C C C N 1 C c 1 c n c c ( Br ) c 1
89431,C = C C c 1 c c ( C # N ) c c c 1 O > A_CO A_[Pd] A_[H][H],C C C c 1 c c ( C # N ) c c c 1 O
151167,C c 1 c [nH] c ( = O ) [nH] c 1 = O . c 1 n c [nH] n 1 > A_CO A_CCN(CC)CC A_CC#N,C c 1 c [nH] c ( = O ) n c 1 - n 1 c n c n 1
664864,F C 1 ( F ) C C N C 1 . O = S ( = O ) ( Cl ) C C Cl > A_Cl A_CCN(C(C)C)C(C)C A_CC#N A_CCOCC,C = C S ( = O ) ( = O ) N 1 C C C ( F ) ( F ) C 1
547337,O = C ( [O-] ) C I . O C 1 C C O C C 1 > A_O A_C1CCOC1 A_[Na+] A_[H-],O = C ( O ) C O C 1 C C O C C 1
348179,C C ( C ) = O . F c 1 c c c ( C [Mg] Br ) c ( F ) c 1 > A_[Cl-] A_[NH4+] A_CCOCC,C C ( C ) ( O ) C c 1 c c c ( F ) c c 1 F
113669,C = C P ( C ) ( C ) = O . O N = C c 1 c c c c c 1 > A_CCN(CC)CC,C P ( C ) ( = O ) C 1 C C ( c 2 c c c c c 2 ) = N O 1
23971,Cl C C C Br . O C 1 ( c 2 c c c c c 2 ) C C N C C 1 > A_[Na+] A_[OH-] A_CC(C)=O,O C 1 ( c 2 c c c c c 2 ) C C N ( C C C Cl ) C C 1
231060,C C O C ( = O ) C C C N S ( C ) ( = O ) = O . [NH4+] > A_[OH-],C S ( = O ) ( = O ) N C C C C ( N ) = O
855278,C O c 1 c c c ( C c 2 n c [nH] n 2 ) c c 1 . I I > A_CO A_O=S(=O)([O-])[O-],C O c 1 c c c ( C c 2 n c [nH] n 2 ) c c 1 I
133206,O = C c 1 c c n c c 1 . [Li] C C = C > A_O A_C1CCOC1,C = C C C ( O ) c 1 c c n c c 1
152609,C C ( C ) C # N . N c 1 c c c c c 1 N 1 C C O C C 1 > A_Cl,C C ( C ) C ( = N ) N c 1 c c c c c 1 N 1 C C O C C 1
46207,C O N = C ( C # N ) c 1 c n c c n 1 . [OH-] > A_O A_[K+] A_CO,C O N = C ( C ( N ) = O ) c 1 c n c c n 1
628741,N S ( N ) ( = O ) = O . O = C c 1 c c c c c 1 > A_CCO,N S ( = O ) ( = O ) N = C c 1 c c c c c 1
695819,C c 1 c c ( O ) c c ( C ) n 1 . O = P ( Br ) ( Br ) Br > A_[K+] A_[OH-] A_ClC(Cl)Cl,C c 1 c c ( Br ) c c ( C ) n 1
173319,Br C c 1 c c c c c 1 . C N c 1 c c ( Cl ) c c ( Cl ) c 1 > A_CCN(CC)CC A_CC#N,C N ( C c 1 c c c c c 1 ) c 1 c c ( Cl ) c c ( Cl ) c 1
462850,C C ( C ) ( C ) c 1 c c c c c 1 O . C O C C O C Cl > A_C1CCOC1 A_[Na+] A_[H-],C O C C O C O c 1 c c c c c 1 C ( C ) ( C ) C
221669,C c 1 c c ( Br ) c c ( N ) c 1 C . F [B-] ( F ) ( F ) F > A_O A_[Na+] A_CCOC(C)=O,C c 1 c c ( Br ) c c ( F ) c 1 C
190509,O = [N+] ( [O-] ) c 1 c c c ( F ) c c 1 . S c 1 c c c c c 1 >,N c 1 c c c ( S c 2 c c c c c 2 ) c c 1
157418,C C C C C C C ( C ) = O . N c 1 c c c ( I ) c c 1 > A_CC(=O)O A_[Na] A_CC(Cl)Cl,C C C C C C C ( C ) N c 1 c c c ( I ) c c 1
825824,C O . N # C C 1 ( C c 2 c c c ( Br ) c c 2 ) C C 1 . [OH-] > A_[Na+],O = C ( O ) C 1 ( C c 2 c c c ( Br ) c c 2 ) C C 1
849315,C C O . C c 1 c c c 2 c ( C ( = O ) O ) c c c c 2 n 1 > A_ClCCl A_O=S(=O)(O)O,C C O C ( = O ) c 1 c c c c 2 n c ( C ) c c c 1 2
356782,O = C ( O ) c 1 c c ( F ) c ( F ) c c 1 Br > A_O A_C1CCOC1 A_[Na+],O C c 1 c c ( F ) c ( F ) c c 1 Br
202961,C c 1 c c ( C = O ) s c 1 Br . O = P ( [O-] ) ( O ) O > A_O A_[Na+] A_[OH-] A_CC#N,C c 1 c c ( C ( = O ) O ) s c 1 Br
127132,C C O c 1 c c c 2 [nH] c ( C ) c c 2 c 1 O C c 1 c c c c c 1 >,C O c 1 c c c 2 [nH] c ( C ) c c 2 c 1 O
583469,C # C C C C ( = O ) O C C . I c 1 c c c c n 1 > A_CCN(CC)CC,C C O C ( = O ) C C C # C c 1 c c c c n 1
711697,C S ( = O ) ( = O ) Cl . O C C 1 = C C C C O 1 > A_O A_ClCCl A_CCN(CC)CC,C S ( = O ) ( = O ) O C C 1 = C C C C O 1
479992,C # C C Br . N c 1 c c c 2 c ( c 1 ) O C ( F ) ( F ) O 2 > A_Cc1ccccc1,C # C C N c 1 c c c 2 c ( c 1 ) O C ( F ) ( F ) O 2
200552,Br c 1 c n c c ( Br ) c 1 . O C c 1 c c c c c 1 > A_O A_[Na],Br c 1 c n c c ( O C c 2 c c c c c 2 ) c 1
744454,Br Br . C O C ( = O ) C c 1 c c c s 1 > A_O A_[Cl-] A_ClC(Cl)Cl,C O C ( = O ) C c 1 c c ( Br ) c s 1
382607,C = C C C 1 ( C C C ) C C C C C 1 = O > A_CO,C C C C 1 ( C C C ) C C C C C 1 = O
315867,N c 1 c c c ( Br ) c c 1 . O = C c 1 c c c n c 1 > A_[Na+] A_CO,Br c 1 c c c ( N C c 2 c c c n c 2 ) c c 1
802045,C C [Si] ( C C ) ( C C ) c 1 c c 2 c c ( Cl ) c n c 2 [nH] 1 > A_CCOC(C)=O A_CCCC[N+](CCCC)(CCCC)CCCC,Cl c 1 c n c 2 [nH] c c c 2 c 1
159634,C C O C ( = O ) C N . Cl c 1 n c ( Cl ) n c ( Cl ) n 1 > A_[Na+] A_Cl A_O=C([O-])O,C C O C ( = O ) C N c 1 n c ( Cl ) n c ( Cl ) n 1
133580,N S ( = O ) ( = O ) Cl . O C C c 1 c c c c n 1 > A_O A_ClCCl A_CCN(CC)CC,N S ( = O ) ( = O ) O C C c 1 c c c c n 1
81617,N # C c 1 c n n c 2 c c c c c 1 2 . N O > A_[K+] A_Cl A_CCO A_[OH-],N C ( = O ) c 1 c n n c 2 c c c c c 1 2
630196,C C O C ( = O ) c 1 c c ( [N+] ( = O ) [O-] ) c n c 1 C > A_CO A_[Pd],C C O C ( = O ) c 1 c c ( N ) c n c 1 C
170273,Cl C C C O c 1 n s c ( - c 2 c c c c c 2 ) n 1 > A_O A_ClCCl,c 1 c c c ( - c 2 n c n s 2 ) c c 1
489699,C O C Cl . O = C c 1 c c ( O ) c ( Br ) c c 1 F > A_[Na+] A_CN(C)C=O A_[H-] A_CCOCC,C O C O c 1 c c ( C = O ) c ( F ) c c 1 Br
23353,C I . O = c 1 [nH] n c 2 c c c ( Cl ) n n 1 2 > A_O A_[Na+] A_CN(C)C=O A_[H-],C n 1 n c 2 c c c ( Cl ) n n 2 c 1 = O
434666,N . O = C ( O ) C = C c 1 c c c c c 1 > A_O=C([O-])[O-] A_[NH4+],N [C@@H] ( C c 1 c c c c c 1 ) C ( = O ) O
795595,C C C O c 1 c n c ( Cl ) c 2 c c c c c 1 2 . [F-] > A_CCOC(C)=O A_[Cs+] A_CS(C)=O,C C C O c 1 c n c ( F ) c 2 c c c c c 1 2
568881,O = S 1 ( = O ) C = C c 2 c c c c c 2 1 . O = [N+] ( [O-] ) O > A_O=S(=O)(O)O,O = [N+] ( [O-] ) c 1 c c c 2 c ( c 1 ) S ( = O ) ( = O ) C = C 2
253466,C C ( = O ) c 1 c n c ( Cl ) c ( Cl ) c 1 . C [S-] > A_O A_[Na+] A_CCOCC A_CC(C)(C)O,C S c 1 n c c ( C ( C ) = O ) c c 1 Cl
18993,O = C C ( Cl ) ( Cl ) Cl . [C-] # [N+] C C ( = O ) O C > A_CCN(CC)CC A_CC(=O)O A_c1ccccc1,C O C ( = O ) [C@@H] 1 N = C O [C@H] 1 C ( Cl ) ( Cl ) Cl
519131,Br c 1 c n c 2 [nH] c c c 2 c 1 . O C C N 1 C C O C C 1 > A_[Na+] A_CN(C)C=O A_[H-],c 1 c c 2 c c ( O C C N 3 C C O C C 3 ) c n c 2 [nH] 1
263074,C C ( = O ) N c 1 c c c ( I ) c c 1 Cl . [N-] = [N+] = [N-] > A_[Na+] A_ClCCl A_CC#N,C c 1 n n n n 1 - c 1 c c c ( I ) c c 1 Cl
585708,C C ( = O ) C Cl . N c 1 c c c c ( Br ) n 1 > A_CCO,C c 1 c n 2 c ( Br ) c c c c 2 n 1
617490,C = C C C ( C ) C . N c 1 c c c c c 1 > A_[Na+] A_[OH-],C C ( C ) C C ( C ) c 1 c c c c c 1 N
184058,C c 1 c c c c c 1 F . O = C 1 C C C ( = O ) O 1 > A_Cl A_[Cl-],C c 1 c c ( C ( = O ) C C C ( = O ) O ) c c c 1 F
813187,C O C ( = O ) c 1 c c ( Cl ) s c 1 Cl > A_[Na+] A_CO A_[Cl-] A_[NH4+],O C c 1 c c ( Cl ) s c 1 Cl
887641,C N ( C C Cl ) c 1 c c c ( Br ) c c 1 N > A_[K+] A_CN(C)C=O A_O=C([O-])[O-],C N 1 C C N c 2 c c ( Br ) c c c 2 1
547840,C c 1 c c c c ( C ( = O ) C Br ) c 1 . O > A_CC#N,C c 1 c c c c ( C ( = O ) C O ) c 1
547525,C [C@@H] ( N ) c 1 c c c c ( O C ( C ) ( C ) C ) c 1 > A_O A_[Na+] A_[OH-] A_O=S(=O)(O)O,C [C@@H] ( N ) c 1 c c c c ( O ) c 1
14901,N c 1 c c c ( C = C C ( = O ) O ) c c 1 > A_[Na+] A_CO,N c 1 c c c ( C = C C O ) c c 1
631761,C C N = C = O . C O c 1 c c 2 s c ( N ) n c 2 c c 1 Br > A_C1COCCO1,C C N C ( = O ) N c 1 n c 2 c c ( Br ) c ( O C ) c c 2 s 1
596822,C C O . C N C ( = O ) c 1 c c c ( Cl ) n c 1 > A_[Na+] A_[H-],C C O c 1 c c c ( C ( = O ) N C ) c n 1
344232,C C O C ( C ) = C ( C # N ) C # N . N O > A_O A_[Na+] A_Cl A_[OH-],C c 1 n o c ( N ) c 1 C # N
213788,C = C ( C ) C . C = O . C C ( C ) = O >,C = C ( C ) C C C C ( C ) = O
207957,N # C c 1 c c c c c 1 N . N O > A_[Na+] A_CO A_Cl A_C[O-],N C ( = N O ) c 1 c c c c c 1 N
121636,O = C c 1 c o c c 1 - c 1 c c c c c 1 . [Li] C C C C > A_C1CCOC1 A_CCCCCC,C c 1 o c c ( - c 2 c c c c c 2 ) c 1 C = O
64543,C C O C ( = O ) C N C 1 C C c 2 c c c c c 2 1 > A_Cl,O = C ( O ) C N C 1 C C c 2 c c c c c 2 1
118098,C = C ( C ) C . C C ( C ( = O ) O ) C 1 C C C C C 1 >,C C ( C ( = O ) O C ( C ) ( C ) C ) C 1 C C C C C 1
32539,F c 1 c c c ( O c 2 c c c c c 2 C Cl ) c c 1 . [C-] # N > A_[Na+] A_CS(C)=O,N # C C c 1 c c c c c 1 O c 1 c c c ( F ) c c 1
113332,N = C 1 C C C N 1 . O = C ( C Br ) c 1 c c n c c 1 > A_[Na+] A_CN(C)C=O A_O=C([O-])[O-] A_Cl,c 1 c c ( - c 2 c n 3 c ( n 2 ) C C C 3 ) c c n 1
166042,C C ( = O ) [O-] . C c 1 c c c ( O ) c ( C ) c 1 > A_O A_[Na+] A_[OH-] A_CC(=O)O,C c 1 c c ( C ) c ( O ) c ( C O ) c 1
27088,N # [N+] c 1 c c c c c 1 . N c 1 c c c c c 1 > A_[Cl-],N c 1 c c c c c 1 N = N c 1 c c c c c 1
239694,C O C C ( O ) C O C . C S ( = O ) ( = O ) Cl > A_ClCCl A_CCN(CC)CC,C O C C ( C O C ) O S ( C ) ( = O ) = O
26017,C C 1 C c 2 c c ( Cl ) c ( [N+] ( = O ) [O-] ) c c 2 C 1 = O > A_Cl A_CCO,C C 1 C c 2 c c ( Cl ) c ( N ) c c 2 C 1 = O
363502,C C ( C ) C [C@H] ( C C ( = O ) O ) C ( = O ) O >,C C ( C ) C [C@@H] 1 C C ( = O ) O C 1 = O
230815,C # C c 1 c c c c c 1 . C C C C C C > A_ClCCl,C ( # C c 1 c c c ( - c 2 c c c ( C # C c 3 c c c c c 3 ) c ( C # C c 3 c c c c c 3 ) c 2 ) c c 1 C # C c 1 c c c c c 1 ) c 1 c c c c c 1
791274,C I . O = c 1 c c ( O C c 2 c c c c c 2 ) c c [nH] 1 > A_O=C([O-])[O-] A_ClC(Cl)Cl,C O c 1 c c ( O C c 2 c c c c c 2 ) c c n 1
470701,C O C ( = O ) O C . C c 1 c c n c ( Cl ) c 1 > A_C1CCOC1 A_[Li+],C O C ( = O ) C c 1 c c n c ( Cl ) c 1
879691,C c 1 c c [nH] c 1 C ( = O ) O . N c 1 c c c c c 1 >,C c 1 c c [nH] c 1 C ( = O ) N c 1 c c c c c 1
482866,c 1 c c c ( C c 2 c c c ( C 3 O C C O 3 ) c n 2 ) c c 1 > A_Cl,O = C c 1 c c c ( C c 2 c c c c c 2 ) n c 1
418850,C O c 1 c c 2 c ( c c 1 C ) C C = C 2 c 1 c n c [nH] 1 > A_O A_CCO A_[Pd],C O c 1 c c 2 c ( c c 1 C ) C C C 2 c 1 c n c [nH] 1
67570,C C C C C C C C C C C C C C C C ( = O ) O > A_C1CCCCC1,C C C C C C C C C C C C C C C
893679,C O c 1 c c ( Cl ) c c c 1 [N+] ( = O ) [O-] > A_CO A_[NH4+],C O c 1 c c ( Cl ) c c c 1 N
727075,C [C@] 1 2 C = C [C@H] ( O 1 ) C ( = O ) C C 2 = O > A_CCOC(C)=O A_[Pd] A_[H][H],C [C@] 1 2 C C [C@H] ( O 1 ) C ( = O ) C C 2 = O
785912,O . O = C C 1 ( c 2 c c n c ( Br ) c 2 ) C C 1 > A_O A_[Na+] A_CC(C)(C)O,O = C ( O ) C 1 ( c 2 c c n c ( Br ) c 2 ) C C 1
134732,C O c 1 c c c 2 c ( c 1 ) C C C ( = C O ) C 2 = O > A_ClCCl A_CCOCC,C O c 1 c c c 2 c ( c 1 ) C C C ( C O ) C 2
80208,C C ( = O ) N c 1 c c c ( Cl ) c c 1 F . O = [N+] ( [O-] ) O > A_O=S(=O)(O)O,C C ( = O ) N c 1 c c ( [N+] ( = O ) [O-] ) c ( Cl ) c c 1 F
367383,C S ( = O ) ( = O ) c 1 c c c c ( C O ) c 1 > A_ClCCl,C S ( = O ) ( = O ) c 1 c c c c ( C = O ) c 1
458607,C # C c 1 c c c c n 1 . O = C = O > A_C1CCOC1 A_[Li]CCCC,O = C ( O ) C # C c 1 c c c c n 1
368692,C [O-] . N c 1 n c ( Cl ) c 2 n c [nH] c 2 n 1 > A_O A_[Na+] A_CCO A_CCN(CC)CC,N c 1 n c 2 n c [nH] c 2 c ( = O ) [nH] 1
578235,C I . N # C C c 1 c c c c ( C ( F ) ( F ) F ) c 1 > A_O A_[Na+] A_ClCCl A_Cc1ccccc1,C C ( C # N ) c 1 c c c c ( C ( F ) ( F ) F ) c 1
152595,C O c 1 c c c c 2 c ( Cl ) n c n c 1 2 > A_[Na+] A_ClCCl A_O=C([O-])O A_ClC(Cl)Cl,O c 1 c c c c 2 c ( Cl ) n c n c 1 2
322721,C C ( = O ) O . C c 1 n c c c c 1 C = O > A_C1CCOC1 A_[Na+],O = C c 1 c c c n c 1 O
146703,C c 1 c c c ( O ) c ( [N+] ( = O ) [O-] ) c 1 . Cl C Cl > A_O A_[Na+] A_[OH-] A_CCCC[N+](CCCC)(CCCC)CCCC,C O c 1 c c c ( C ) c c 1 [N+] ( = O ) [O-]
106002,C = C C Br . C O C ( = O ) c 1 c c c ( O ) c c 1 O > A_[K+] A_O=C([O-])[O-] A_CC(C)=O,C = C C O c 1 c c c ( C ( = O ) O C ) c ( O ) c 1
287564,N # C c 1 c c c ( F ) c c 1 . N C C C O > A_O,N # C c 1 c c c ( N C C C O ) c c 1
156219,C c 1 c c c ( O ) c ( [N+] ( = O ) [O-] ) n 1 > A_CCO A_[Pd],C c 1 c c c ( O ) c ( N ) n 1
274336,O = C 1 C = C ( C c 2 c c c c c 2 ) C C 1 > A_CCOCC A_CCCCC,O = C 1 C C C ( C c 2 c c c c c 2 ) C 1
620414,C C O C ( = O ) N N . C S C 1 = N C C S 1 > A_CCO,C C O C ( = O ) N N = C 1 N C C S 1
153793,O = C ( c 1 c c c c c 1 ) C ( F ) ( F ) F > A_[Na+] A_[OH-] A_CCOCC A_CCCCCC A_CC(C)O A_O=P([O-])([O-])[O-],C [C@@H] ( O ) c 1 c c c c c 1
434243,O = c 1 [nH] c 2 c c c c ( O ) c 2 c ( = O ) o 1 > A_CO,C O C ( = O ) c 1 c ( N ) c c c c 1 O
534414,Br Br . C C C ( C ) c 1 c c c ( O ) c c 1 > A_[Na+] A_ClC(Cl)Cl,C C C ( C ) c 1 c c c ( O ) c ( Br ) c 1
97849,C O C ( = O ) c 1 c c c c c 1 - n 1 c c c c 1 > A_[Na+] A_[OH-] A_[K],O = C ( O ) c 1 c c c c c 1 - n 1 c c c c 1
599274,C C ( O ) = S . O C c 1 c c ( C O ) c c ( C O ) c 1 > A_C1CCOC1 A_c1ccc(P(c2ccccc2)c2ccccc2)cc1,C C ( = O ) S C c 1 c c ( C O ) c c ( C O ) c 1
19917,C O c 1 c c c ( N ) c c 1 . O C c 1 c c c c c 1 > A_O,C O c 1 c c c ( N C c 2 c c c c c 2 ) c c 1
63480,N c 1 n c ( Cl ) c ( Cl ) n c 1 C ( O ) c 1 n c c s 1 > A_CC(C)=O,N c 1 n c ( Cl ) c ( Cl ) n c 1 C ( = O ) c 1 n c c s 1
3494,C N = C = S . N C C S C c 1 c c s n 1 > A_Cl A_CCO,C N C ( = S ) N C C S C c 1 c c s n 1
751854,C c 1 c c ( C ) n c ( O ) n 1 . O = [N+] ( [O-] ) [O-] > A_[K+] A_CCOCC A_O=S(=O)(O)O,C c 1 n c ( O ) n c ( C ) c 1 [N+] ( = O ) [O-]
791447,C C O C ( = O ) N C C c 1 c c c ( F ) c ( Cl ) c 1 >,O = C 1 N C C c 2 c c c ( F ) c ( Cl ) c 2 1
224401,C = C C O c 1 c c ( Br ) c ( F ) c c 1 Cl . O = C = O > A_C1CCOC1 A_Cl,C = C C O c 1 c c ( C ( = O ) O ) c ( F ) c c 1 Cl
255935,Cl C c 1 c c c ( Cl ) c ( Cl ) c 1 . N C C C N > A_C1CCOC1,N C C C N C c 1 c c c ( Cl ) c ( Cl ) c 1
716975,C 1 = C O C C C 1 . N # C c 1 c c c 2 [nH] c n c 2 c 1 > A_O A_C1CCOC1 A_Cc1ccc(S(=O)(=O)O)cc1,N # C c 1 c c c 2 c ( c 1 ) n c n 2 C 1 C C C C O 1
369675,O = [N+] ( [O-] ) c 1 c ( F ) c c ( F ) c c 1 F . [OH-] > A_O A_[Na+] A_Cl A_CS(C)=O A_CCOCC,O = [N+] ( [O-] ) c 1 c ( O ) c c ( F ) c c 1 F
99627,C C O C ( = O ) C Br . C O C 1 = C C ( = O ) N C 1 > A_[Na+] A_CC#N A_[H-],C C O C ( = O ) C N 1 C C ( O C ) = C C 1 = O
328230,C O c 1 c c c 2 c ( N ) n c c c 2 c 1 > A_ClCCl A_N,N c 1 n c c c 2 c c ( O ) c c c 1 2
460676,C C C 1 = C C ( N = [N+] = [N-] ) C C C 1 > A_[K+] A_[OH-] A_c1ccc(P(c2ccccc2)c2ccccc2)cc1,C C C 1 = C C ( N ) C C C 1
653282,N c 1 c ( I ) c c ( Br ) c 2 s n n c 1 2 > A_C1CCOC1,Br c 1 c c ( I ) c c 2 n n s c 1 2
27781,C C ( C ) = O . O = [N+] ( [O-] ) c 1 c c c c c 1 >,C C ( = O ) c 1 c c c ( - c 2 c c c c ( - c 3 c c c c c 3 ) c 2 ) c c 1
144487,C = C ( C O ) c 1 c c c 2 c c ( O C ) c c c 2 c 1 > A_CCOC(C)=O A_[Pd],C O c 1 c c c 2 c c ( C ( C ) C O ) c c c 2 c 1
292613,C C 1 ( O ) C C C O c 2 c c c c c 2 1 > A_[Na+] A_Cc1ccccc1 A_O=C([O-])O A_Cc1ccc(S(=O)(=O)O)cc1,C C 1 = C C C O c 2 c c c c c 2 1
22723,C C O C ( C Br ) O C C . N c 1 c c c c n 1 > A_[Na+] A_Cc1ccccc1 A_[H-],C C O C ( C N c 1 c c c c n 1 ) O C C
832067,O = [N+] ( [O-] ) O . O c 1 c c c ( Br ) c ( F ) c 1 > A_O A_ClCCl,O = [N+] ( [O-] ) c 1 c c ( Br ) c ( F ) c c 1 O
237333,C 1 C O 1 . c 1 c c c ( - n 2 c c n c 2 ) c c 1 > A_O A_C1CCOC1 A_[Li]CCCC A_CCCCCC,O C C c 1 n c c n 1 - c 1 c c c c c 1
814703,C O C Cl . C c 1 c c ( O ) c c c 1 Br > A_[Na+] A_CN(C)C=O A_[H-],C O C O c 1 c c c ( Br ) c ( C ) c 1
691364,C O C C I . O c 1 c c c 2 [nH] c c c 2 c 1 > A_[K+] A_O=C([O-])[O-] A_Cc1ccccc1 A_CC(C)=O,C O C C O c 1 c c c 2 [nH] c c c 2 c 1
367943,C C C C C C Br . O = C c 1 c c c ( O ) c c 1 O > A_CN(C)C=O A_O=C([O-])[O-] A_[Li+],C C C C C C O c 1 c c c ( C = O ) c ( O ) c 1
307157,O [C@@H] 1 C C C C [C@H] 1 S c 1 c c c c c 1 . [N-] = [N+] = [N-] > A_[Na+] A_ClCCl A_CCOC(C)=O A_CCN(C(C)C)C(C)C A_CCCC[N+](CCCC)(CCCC)CCCC,[N-] = [N+] = N [C@@H] 1 C C C C [C@H] 1 S c 1 c c c c c 1
603762,N C ( = O ) c 1 c c ( Br ) c c c 1 O > A_C1CCOC1 A_[Na+] A_II,N C c 1 c c ( Br ) c c c 1 O
110063,O = [N+] ( [O-] ) c 1 c c c c c 1 Cl . S c 1 n c c [nH] 1 > A_[Na+] A_CCO A_C[O-],O = [N+] ( [O-] ) c 1 c c c c c 1 S c 1 n c c [nH] 1
141729,Br C C c 1 c c c c c 1 . C C c 1 c n c c c 1 C >,C C c 1 c n c c c 1 C C C c 1 c c c c c 1
583956,C 1 C C N C C 1 . C C # C C O c 1 n c n c ( F ) c 1 F > A_Cc1ccccc1,C C # C C O c 1 n c n c ( N 2 C C C C C 2 ) c 1 F
375035,C C ( = O ) Cl . O C 1 C C N C C 1 > A_ClCCl A_CCN(CC)CC,C C ( = O ) N 1 C C C ( O ) C C 1
381969,C O C Cl . C O c 1 c c c ( C = O ) c c 1 O > A_O A_[K+] A_CN(C)C=O A_O=C([O-])[O-],C O C O c 1 c c ( C = O ) c c c 1 O C
97479,Cl C c 1 c c s c 1 . O c 1 c c c c c 1 > A_O A_[Na+] A_CN(C)C=O A_[H-],c 1 c c c ( O C c 2 c c s c 2 ) c c 1
121380,C = C C O . C C ( C ) ( C ) C ( = O ) Cl > A_c1ccncc1,C = C C O C ( = O ) C ( C ) ( C ) C
136326,C = C C C Br . O = C 1 C C C 2 ( C C 1 ) O C C O 2 > A_C1CCOC1 A_[Cl-] A_[NH4+] A_II,C = C C C C 1 ( O ) C C C 2 ( C C 1 ) O C C O 2
576559,C C c 1 c ( Cl ) n n c ( Cl ) c 1 C . N N > A_O A_C1COCCO1,C C c 1 c ( Cl ) n n c ( N N ) c 1 C
88752,C = [N+] = [N-] . O = C ( O ) C C 1 C C C C C 1 > A_CCOCC,C O C ( = O ) C C 1 C C C C C 1
359903,C 1 C C O C 1 . O = C c 1 c c c ( Cl ) c c 1 O > A_O=C([O-])[O-] A_[Cs+],C = C C O c 1 c c ( Cl ) c c c 1 C = O
166474,N c 1 n c n c 2 n c [nH] c 1 2 . O = C 1 O C C O 1 > A_[Na+] A_CN(C)C=O A_[OH-] A_Cc1ccccc1,N c 1 n c n c 2 c 1 n c n 2 C C O
215859,C c 1 c c ( C = O ) c c c 1 Br . N O > A_CO A_Cl,C c 1 c c ( C = N O ) c c c 1 Br
1652,C S ( = O ) C C ( = O ) c 1 c c c c c 1 N . O = N [O-] > A_O A_[Na+] A_Cl,C S ( = O ) c 1 n [nH] c 2 c c c c c 2 c 1 = O
162623,C c 1 c ( [N+] ( = O ) [O-] ) c c c ( N ) c 1 [N+] ( = O ) [O-] > A_O A_[Na+] A_CCO,C c 1 c ( [N+] ( = O ) [O-] ) c c c ( N ) c 1 N
106205,C C ( = O ) [O-] . C C c 1 c c ( Cl ) c ( N ) c ( Cl ) n 1 > A_[Na+] A_CC(=O)OC(C)=O,C C c 1 c c ( Cl ) c ( N C ( C ) = O ) c ( Cl ) n 1
21871,C C C C C C C ( C ) ( C ) c 1 c c ( O C ) c c ( O C ) c 1 >,C C C C C C C ( C ) ( C ) c 1 c c ( O ) c c ( O ) c 1
827238,N c 1 c c c ( - c 2 c c c s 2 ) c c 1 [N+] ( = O ) [O-] > A_[Pd] A_[H][H],N c 1 c c c ( - c 2 c c c s 2 ) c c 1 N
829420,N c 1 c c c c ( [N+] ( = O ) [O-] ) c 1 N . O = C C = O > A_CCO,O = [N+] ( [O-] ) c 1 c c c c 2 n c c n c 1 2
515030,C C C O c 1 c c ( I ) c c c 1 C ( = O ) O C > A_Cc1ccccc1,C C C O c 1 c c ( I ) c c c 1 C O
661543,C O C ( = O ) c 1 c c c ( I ) c ( Br ) c 1 > A_O A_ClCCl,O C c 1 c c c ( I ) c ( Br ) c 1
132565,C S ( = O ) ( = O ) Cl . O C C C O C 1 C C C C C 1 > A_ClCCl A_CCN(CC)CC,C S ( = O ) ( = O ) O C C C O C 1 C C C C C 1
897744,Br [Mg] C 1 C C 1 . C O C ( = O ) c 1 c c c ( Br ) c c 1 > A_C1CCOC1 A_[Br-],C O C ( = O ) c 1 c c c ( C 2 C C 2 ) c c 1
510838,N c 1 c c c ( Br ) c c 1 . N c 1 c c c c c 1 Br >,C C C ( C C ) N c 1 c c c c c 1 Br
339085,C O c 1 c n c ( C O ) c ( O C ) n 1 . O = S ( Cl ) Cl > A_ClCCl,C O c 1 c n c ( C Cl ) c ( O C ) n 1
795012,C C ( = O ) C ( C ) Br . N # C c 1 c c c 2 [nH] c c c 2 c 1 Cl >,C C ( = O ) C ( C ) n 1 c c c 2 c ( Cl ) c ( C # N ) c c c 2 1
26159,C C C N ( C Cl ) S ( = O ) ( = O ) Cl . C [O-] > A_[Na+] A_CO A_C1CCCCC1,C C C N ( C O C ) S ( = O ) ( = O ) Cl
201806,C = C C ( = O ) O C . C N C c 1 c c c c c 1 > A_CO,C O C ( = O ) C C N ( C ) C c 1 c c c c c 1
110321,C O . C c 1 n c 2 c c c ( C ( = O ) O ) c c 2 [nH] 1 > A_Cl,C O C ( = O ) c 1 c c c 2 n c ( C ) [nH] c 2 c 1
299097,C [S-] . Cl c 1 c c ( Cl ) c c ( Cl ) c 1 > A_[Na+] A_[Br-],C S c 1 c c ( Cl ) c c ( Cl ) c 1
808722,F c 1 c c 2 c c [nH] c 2 c c 1 - c 1 c c c c c 1 > A_O A_C1CCOC1 A_[Na+] A_[OH-] A_O=C(O)C(F)(F)F,F c 1 c c 2 c ( c c 1 - c 1 c c c c c 1 ) N C C 2
